price,live_rooms,live_square,map_city,map_lat,map_lon,year,house_complex_name,flat_floor,house_floor_num,flat_building,flat_renovation,live_furniture,flat_toilet,mortgage,flat_priv_dorm
35000000,1,42,алматы,43.228486,76.890398,1995,1601.0,8.0,9.0,2.0,2.0,1.0,2.0,0.0,2.0
34500000,2,43,алматы,43.215249,76.899184,1979,1141.0,4.0,5.0,2.0,2.0,1.0,2.0,0.0,2.0
29000000,1,33,алматы,43.23623,76.901942,1976,3465.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,2.0
26500000,2,50,алматы,43.228354275384,76.780586845026,2020,1124.0,6.0,6.0,3.0,1.0,1.0,2.0,0.0,2.0
34000000,1,30,алматы,43.214272941997,76.889320759506,2024,1935.0,4.0,11.0,3.0,1.0,1.0,1.0,0.0,2.0
54500000,3,68,алматы,43.245262059313,76.915161126319,1989,3424.0,2.0,9.0,1.0,2.0,2.0,1.0,0.0,2.0
74000000,3,76,алматы,43.213054358534,76.979419195862,2018,1601.0,1.0,5.0,2.0,1.0,1.0,3.0,0.0,2.0
69000000,3,124,алматы,43.248245181052,76.867263167878,2010,52.0,12.0,15.0,3.0,2.0,2.0,3.0,0.0,2.0
42000000,3,63,алматы,43.238148,76.90116,1973,319.0,5.0,5.0,2.0,1.0,1.0,2.0,0.0,2.0
60000000,2,91,алматы,43.236269006075,76.892810405426,2017,876.0,19.0,21.0,3.0,1.0,1.0,3.0,0.0,2.0
30000000,1,31,алматы,43.235206,76.878711,1979,1601.0,2.0,5.0,2.0,1.0,1.0,2.0,0.0,2.0
32300000,2,70,алматы,43.254661925208,76.819749230453,2018,1083.0,1.0,9.0,3.0,2.0,2.0,1.0,0.0,2.0
37000000,3,58,алматы,43.218961,76.89401,1962,1292.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0
17500000,1,33,алматы,43.268511850368,76.861587611334,1981,314.0,3.0,6.0,1.0,1.0,1.0,2.0,0.0,2.0
42500000,1,45,алматы,43.232289197584,76.892286075852,2025,2971.0,6.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
27000000,2,48,алматы,43.24771183422,76.854029477247,2023,3433.0,5.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
22500000,1,40,алматы,43.279864055367,76.822852331352,2015,2822.0,8.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
74000000,4,110,алматы,43.235015,76.890893,1986,636.0,5.0,9.0,2.0,1.0,1.0,3.0,0.0,2.0
26000000,1,31,алматы,43.222791,76.874283,1967,1674.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0
39500000,3,61,алматы,43.250098764184,76.891149078712,1978,1601.0,1.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
36000000,2,44,алматы,43.195955,76.879601,1978,1634.0,2.0,5.0,2.0,1.0,1.0,2.0,0.0,2.0
23000000,1,36,алматы,43.244808,76.823294,2018,1165.0,7.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
69500000,3,75,алматы,43.252565909924,76.896048856825,2021,1323.0,12.0,12.0,3.0,1.0,2.0,3.0,0.0,2.0
25000000,1,45,алматы,43.224519636637,76.783778779098,2019,2288.0,4.0,10.0,3.0,2.0,2.0,2.0,0.0,2.0
27000000,2,46,алматы,43.209388,76.867464,1972,1846.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0
58000000,2,82,алматы,43.202407565482,76.873767691723,2011,113.0,14.0,16.0,3.0,2.0,2.0,1.0,0.0,2.0
36000000,2,58,алматы,43.210145429049,76.787599508126,2024,3225.0,1.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
78000000,3,85,алматы,43.264446,76.943327,1973,1391.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0
23500000,1,38,алматы,43.360939,76.993399,1996,2059.0,3.0,5.0,2.0,2.0,3.0,2.0,0.0,2.0
22500000,1,39,алматы,43.355767,76.92572,2009,1601.0,1.0,6.0,3.0,1.0,1.0,2.0,0.0,2.0
23000000,1,33,алматы,43.220038,76.870842,1966,921.0,4.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0
54000000,3,104,алматы,43.216092824014,76.881401392973,2023,1770.0,14.0,16.0,3.0,6.0,2.0,2.0,0.0,2.0
34900000,3,63,алматы,43.254857749289,76.873637490738,1981,512.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
78000000,2,70,алматы,43.239963573136,76.883679834928,2022,1812.0,14.0,16.0,3.0,1.0,1.0,2.0,0.0,2.0
37000000,2,50,алматы,43.30749318893,77.002786963353,2024,2874.0,1.0,5.0,3.0,6.0,3.0,2.0,1.0,2.0
24000000,1,46,алматы,43.258197559615,76.820061777958,2025,3014.0,1.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0
25500000,1,42,алматы,43.241340485664,76.810090851075,2020,11.0,3.0,9.0,3.0,2.0,2.0,2.0,0.0,2.0
44500000,2,47,алматы,43.236697447736,76.897770222931,2017,20.0,5.0,17.0,3.0,4.0,2.0,2.0,0.0,2.0
39000000,3,62,алматы,43.228605,76.90399,1972,2730.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0
85000000,3,104,алматы,43.251604611868,76.966916197446,2016,797.0,4.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
21990000,1,47,алматы,43.174965770922,76.800341850535,2024,1974.0,3.0,4.0,3.0,1.0,2.0,2.0,0.0,2.0
53500000,2,70,алматы,43.266035,76.958221,2008,1124.0,3.0,6.0,1.0,2.0,2.0,2.0,0.0,2.0
40000000,2,55,алматы,43.234838,76.888961,1986,779.0,8.0,9.0,2.0,1.0,1.0,2.0,0.0,2.0
39500000,3,60,алматы,43.253904895105,76.921231638236,1973,1601.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0
23000000,1,45,алматы,43.226585836858,76.782099163631,2019,1124.0,1.0,6.0,3.0,2.0,2.0,2.0,0.0,2.0
37000000,2,48,алматы,43.246985490637,76.854424889417,2022,2129.0,1.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
48000000,2,46,алматы,43.230028241857,76.876761868133,2020,1401.0,6.0,16.0,3.0,1.0,1.0,2.0,0.0,2.0
49000000,2,50,алматы,43.2249,76.958122,1972,1674.0,3.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0
16500000,1,32,алматы,43.211698677322,76.78373445884,2025,3172.0,6.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
40000000,2,51,алматы,43.236244,76.901223,1974,3439.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0
31500000,2,55,алматы,43.259846712066,76.815824860868,2017,921.0,9.0,9.0,3.0,2.0,1.0,2.0,0.0,2.0
38000000,2,52,алматы,43.221457,76.858418,1991,3281.0,1.0,5.0,1.0,1.0,3.0,2.0,0.0,2.0
67000000,4,100,алматы,43.220200767562,76.838973575392,1993,2308.0,5.0,9.0,2.0,1.0,1.0,1.0,0.0,2.0
57000000,4,120,алматы,43.267322,76.954457,1984,343.0,3.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0
40500000,2,55,алматы,43.240197,76.895043,1987,1384.0,3.0,8.0,1.0,4.0,1.0,1.0,0.0,2.0
14500000,1,18,алматы,43.237178971042,76.85954866741,1975,2322.0,1.0,5.0,2.0,1.0,2.0,2.0,0.0,1.0
42000000,3,71,алматы,43.271109,76.938979,1972,2067.0,3.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0
14500000,1,20,алматы,43.230917,76.84639,1969,1749.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0
52000000,3,62,алматы,43.258322440143,76.866277456229,2024,2981.0,8.0,12.0,3.0,1.0,1.0,2.0,0.0,2.0
32000000,2,40,алматы,43.239337,76.942312,1965,1601.0,4.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0
27000000,1,47,алматы,43.251580571895,76.862082703584,2025,3177.0,7.0,13.0,3.0,6.0,2.0,2.0,0.0,2.0
25500000,2,46,алматы,43.217785,76.857637,1965,1688.0,4.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0
59000000,2,80,алматы,43.203548203113,76.871915846252,2016,755.0,7.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
65000000,3,108,алматы,43.180064158271,76.86824116834,2010,19.0,7.0,9.0,3.0,2.0,2.0,2.0,0.0,2.0
20900000,1,39,алматы,43.35689108081,76.923859271486,2008,1601.0,3.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0
25500000,2,52,алматы,43.220685968949,76.787127411356,2020,1124.0,9.0,10.0,3.0,2.0,2.0,2.0,0.0,2.0
37000000,2,108,алматы,43.219831718944,76.795673865387,2012,92.0,13.0,16.0,3.0,1.0,1.0,2.0,0.0,2.0
42000000,3,60,алматы,43.202455,76.882871,1973,1137.0,4.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
37200000,3,60,алматы,43.224065,76.890003,1975,1935.0,3.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0
36500000,1,36,алматы,43.237025076236,76.88783611447,2018,997.0,4.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
38000000,1,50,алматы,43.260884293516,76.947101643367,2020,1912.0,5.0,12.0,3.0,2.0,1.0,2.0,0.0,2.0
28499999,1,40,алматы,43.196258,76.89286,1989,349.0,8.0,9.0,2.0,2.0,2.0,2.0,0.0,2.0
81000000,3,125,алматы,43.21359320784,76.855610387619,2008,210.0,11.0,16.0,3.0,2.0,1.0,3.0,0.0,2.0
17800000,1,30,алматы,43.329653,76.940515,2020,1125.0,3.0,9.0,2.0,1.0,2.0,2.0,0.0,2.0
24500000,2,35,алматы,43.203119,76.869917,1982,1493.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
60000000,3,100,алматы,43.242152867427,76.831952949313,2018,995.0,5.0,10.0,3.0,1.0,1.0,1.0,0.0,2.0
46000000,1,38,алматы,43.233894267748,76.875101566839,2023,1206.0,2.0,12.0,3.0,1.0,1.0,2.0,0.0,2.0
38000000,2,52,алматы,43.2497,76.905867,1986,2266.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
40000000,2,60,алматы,43.217416173264,76.856615663594,2019,297.0,1.0,10.0,3.0,1.0,2.0,3.0,1.0,2.0
31500000,2,45,алматы,43.239304,76.836967,1982,2431.0,5.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0
55000000,2,70,алматы,43.261704333324,76.930867286994,2017,799.0,6.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
66000000,3,90,алматы,43.247249401753,76.868502053996,2012,3191.0,15.0,21.0,3.0,1.0,2.0,3.0,0.0,2.0
34300000,3,56,алматы,43.199404529653,76.871991456344,1976,1401.0,5.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0
22000000,1,31,алматы,43.322144,76.910521,1989,3259.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
29000000,2,43,алматы,43.198516790038,76.88364777109,1978,751.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
45990000,2,67,алматы,43.169510489463,76.871262788773,2013,120.0,4.0,10.0,3.0,2.0,2.0,2.0,0.0,2.0
23000000,1,27,алматы,43.207633425926,76.787427811855,2022,2403.0,9.0,10.0,3.0,1.0,1.0,2.0,0.0,2.0
30000000,2,47,алматы,43.345245,76.987659,1988,1601.0,4.0,9.0,3.0,1.0,2.0,1.0,0.0,2.0
60000000,3,82,алматы,43.268056800855,76.956203101851,2019,971.0,8.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
33500000,2,65,алматы,43.32459,76.985207,2017,1395.0,3.0,5.0,3.0,2.0,1.0,1.0,0.0,2.0
25000000,1,42,алматы,43.221705980823,76.786440765848,2020,1124.0,3.0,6.0,3.0,1.0,1.0,2.0,0.0,2.0
33000000,2,48,алматы,43.237285422135,76.882590165418,2024,2555.0,10.0,20.0,3.0,6.0,2.0,2.0,0.0,2.0
26000000,1,32,алматы,43.219874,76.874148,1974,3131.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
32000000,2,49,алматы,43.228473,76.841144,1987,123.0,1.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
20000000,1,19,алматы,43.236519,76.864734,1981,2161.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0
41500000,2,63,алматы,43.28810631668,76.986977248573,2019,934.0,2.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
30000000,2,42,алматы,43.300903,76.838575,2019,2107.0,5.0,5.0,3.0,1.0,2.0,2.0,0.0,2.0
35900000,2,51,алматы,43.235693401829,76.821817958335,1991,202.0,5.0,5.0,2.0,2.0,2.0,1.0,0.0,2.0
50000000,4,80,алматы,43.251321759631,76.872250705075,1984,1552.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0
15100000,1,31,алматы,43.391842379268,77.005812142027,1986,2435.0,3.0,3.0,1.0,4.0,3.0,2.0,0.0,2.0
23500000,1,38,алматы,43.230571864992,76.781308466769,2020,1821.0,6.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0
30500000,2,44,алматы,43.241277622468,76.890208398811,1984,2080.0,5.0,5.0,1.0,2.0,2.0,1.0,0.0,2.0
38000000,1,40,алматы,43.23115812855,76.88174613863,2020,983.0,10.0,12.0,3.0,2.0,1.0,2.0,0.0,2.0
42500000,2,86,алматы,43.247828,76.840021,2013,2577.0,4.0,10.0,3.0,2.0,3.0,1.0,0.0,2.0
42000000,2,52,алматы,43.214603065508,76.893724537642,1985,2329.0,4.0,5.0,2.0,2.0,2.0,1.0,0.0,2.0
34500000,1,33,алматы,43.220081153468,76.887937946504,2023,1959.0,14.0,16.0,3.0,1.0,1.0,2.0,0.0,2.0
36000000,2,58,алматы,43.26964940037,76.820377578049,2020,1601.0,9.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
75000000,3,89,алматы,43.206981097432,76.835113078706,2017,1093.0,5.0,10.0,3.0,1.0,2.0,1.0,0.0,2.0
28500000,2,50,алматы,43.261315,76.816584,2017,729.0,2.0,14.0,3.0,1.0,2.0,2.0,0.0,2.0
50000000,3,69,алматы,43.20016163298,76.877511579029,1977,2377.0,8.0,8.0,2.0,6.0,3.0,1.0,0.0,2.0
30500000,2,46,алматы,43.217496,76.859901,1968,1257.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0
38500000,2,55,алматы,43.221009696864,76.886923955006,2024,1959.0,3.0,13.0,3.0,6.0,2.0,3.0,0.0,2.0
72000000,3,93,алматы,43.240431672787,76.871784792831,2021,1468.0,17.0,17.0,3.0,1.0,2.0,3.0,1.0,2.0
84000000,2,51,алматы,43.21153022797,76.881957426668,2011,88.0,2.0,10.0,3.0,1.0,1.0,2.0,0.0,2.0
25000000,1,36,алматы,43.234779,76.908203,1986,1190.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0
52000000,2,69,алматы,43.206981097432,76.835113078706,2017,1093.0,7.0,10.0,1.0,1.0,1.0,1.0,0.0,2.0
25800000,1,42,алматы,43.218981,76.871875,1964,710.0,4.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0
30500000,2,50,алматы,43.288508,77.003829,2020,1601.0,5.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
45000000,2,54,алматы,43.265179638936,76.918001685368,2021,1522.0,12.0,13.0,3.0,1.0,1.0,2.0,0.0,2.0
78999990,3,100,алматы,43.236331933536,76.879493236531,2022,1549.0,15.0,20.0,3.0,1.0,1.0,3.0,0.0,2.0
37700000,3,63,алматы,43.2081,76.888943,1976,2274.0,5.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0
25900000,1,41,алматы,43.232244,76.843551,1990,1601.0,2.0,9.0,2.0,2.0,2.0,2.0,0.0,2.0
35500000,2,43,алматы,43.231757,76.832197,2017,512.0,6.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
27950000,2,52,алматы,43.329332,76.940668,2021,1689.0,10.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
36000000,3,62,алматы,43.228585,76.845069,1971,850.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0
50000000,2,50,алматы,43.260245,76.960099,1987,1128.0,1.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0
39000000,3,62,алматы,43.249733,76.857089,1980,2306.0,3.0,5.0,2.0,2.0,1.0,2.0,0.0,2.0
45000000,3,85,алматы,43.201128,76.844189,1990,2388.0,5.0,5.0,1.0,2.0,1.0,3.0,0.0,2.0
46000000,2,60,алматы,43.273317720405,76.810425023058,2025,3220.0,4.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0
56000000,3,71,алматы,43.260422,76.915866,1978,1601.0,3.0,8.0,2.0,1.0,1.0,1.0,0.0,2.0
70000000,4,117,алматы,43.21967,76.96495,1981,2059.0,2.0,5.0,1.0,2.0,2.0,3.0,0.0,2.0
39500000,1,56,алматы,43.212070599536,76.878044385594,2016,695.0,12.0,12.0,3.0,1.0,2.0,1.0,0.0,2.0
28000000,1,33,алматы,43.23026,76.906451,1982,1664.0,4.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
36000000,3,60,алматы,43.22216369257,76.862503193779,1969,1527.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0
42000000,3,82,алматы,43.339137539876,76.902407705262,2019,1012.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0
29500000,2,43,алматы,43.265923399601,76.936152034393,1973,1959.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
24500000,2,45,алматы,43.344852,76.9858,1973,1841.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0
53000000,3,84,алматы,43.314378284555,76.989587162833,2024,92.0,2.0,3.0,3.0,6.0,2.0,2.0,0.0,2.0
35500000,3,55,алматы,43.223297,76.894306,1977,190.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
33500000,2,46,алматы,43.246981,76.853046,2021,2129.0,10.0,10.0,3.0,1.0,1.0,2.0,0.0,2.0
33000000,2,60,алматы,43.263534667244,76.822254238063,2019,636.0,10.0,12.0,3.0,1.0,2.0,1.0,0.0,2.0
48000000,3,67,алматы,43.212359980694,76.849234231518,1992,1601.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0
50000000,1,48,алматы,43.258938505325,76.963051492845,2019,956.0,4.0,12.0,3.0,1.0,1.0,2.0,0.0,2.0
69900000,2,85,алматы,43.224735,76.933778,2012,3162.0,4.0,13.0,3.0,1.0,1.0,2.0,0.0,2.0
23500000,1,33,алматы,43.230912868925,76.865337020832,1966,463.0,4.0,5.0,2.0,2.0,1.0,2.0,0.0,2.0
38000000,3,76,алматы,43.332407,76.980095,1961,2801.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0
40000000,3,56,алматы,43.268694,76.940911,1969,1527.0,4.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0
49500000,2,58,алматы,43.203012727103,76.873384364015,2021,1137.0,4.0,12.0,3.0,1.0,1.0,2.0,0.0,2.0
33000000,1,40,алматы,43.203402273206,76.903262761901,1988,1601.0,3.0,9.0,2.0,2.0,1.0,2.0,0.0,2.0
44000000,3,59,алматы,43.23562,76.881712,1982,1601.0,2.0,5.0,2.0,1.0,2.0,1.0,0.0,2.0
38000000,2,52,алматы,43.222528849236,76.895448611114,1979,1601.0,5.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0
35000000,2,49,алматы,43.230247,76.797953,2023,2218.0,1.0,12.0,3.0,5.0,2.0,2.0,0.0,2.0
33900000,3,70,алматы,43.217653,76.775163,2020,3346.0,8.0,10.0,3.0,1.0,1.0,1.0,1.0,2.0
49500000,2,50,алматы,43.236930943868,76.887052909439,2018,997.0,9.0,9.0,3.0,2.0,1.0,2.0,0.0,2.0
45500000,4,75,алматы,43.265179638936,76.918001685368,2021,1522.0,1.0,13.0,3.0,1.0,1.0,1.0,0.0,2.0
25500000,2,56,алматы,43.227920782442,76.768884990972,2024,1553.0,1.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
52000000,1,46,алматы,43.214855923974,76.892688274547,2019,1189.0,4.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
80000000,3,77,алматы,43.228375,76.835556,1990,291.0,2.0,9.0,2.0,1.0,1.0,1.0,0.0,2.0
46000000,2,64,алматы,43.261426,76.902328,2022,1992.0,9.0,12.0,3.0,6.0,2.0,3.0,0.0,2.0
38500000,3,84,алматы,43.241340485664,76.810090851075,2010,11.0,12.0,16.0,3.0,1.0,1.0,2.0,0.0,2.0
20000000,1,33,алматы,43.297172339809,76.997005818089,2025,2960.0,6.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
43000000,2,62,алматы,43.231264266035,76.797298192978,2022,2599.0,5.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
43000000,2,54,алматы,43.210276086574,76.914246982803,1984,1601.0,3.0,5.0,1.0,2.0,2.0,1.0,0.0,2.0
66000000,4,95,алматы,43.197053,76.873196,1978,2637.0,4.0,9.0,2.0,1.0,2.0,2.0,0.0,2.0
28500000,1,50,алматы,43.254004443801,76.825057262565,2011,1556.0,2.0,10.0,3.0,2.0,2.0,2.0,0.0,2.0
47900000,3,72,алматы,43.250829195679,76.874525187813,1985,2377.0,9.0,9.0,2.0,1.0,2.0,1.0,0.0,2.0
40000000,2,65,алматы,43.247349,76.869629,2012,459.0,19.0,21.0,3.0,1.0,2.0,1.0,0.0,2.0
70000000,3,80,алматы,43.230321714766,76.879923291353,2018,983.0,11.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
65000000,2,73,алматы,43.215683,76.903137,2017,775.0,9.0,9.0,3.0,1.0,1.0,3.0,0.0,2.0
53000000,2,72,алматы,43.168594236959,76.872561849737,2013,120.0,7.0,10.0,3.0,1.0,1.0,1.0,0.0,2.0
31500000,2,43,алматы,43.265201,76.96636,1975,418.0,5.0,5.0,2.0,1.0,1.0,2.0,0.0,2.0
39900000,4,66,алматы,43.255301,76.902885,1974,249.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0
62000000,2,105,алматы,43.24331255684,76.875931342729,2012,463.0,17.0,19.0,3.0,1.0,1.0,1.0,0.0,2.0
81000000,4,84,алматы,43.240394,76.907251,1970,1601.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,2.0
37500000,3,67,алматы,43.240866312112,76.830561052917,1993,1601.0,6.0,12.0,3.0,2.0,2.0,1.0,0.0,2.0
10000000,1,14,алматы,43.233235,76.845078,1975,1601.0,3.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0
57500000,2,68,алматы,43.26760579951,76.928328549902,2023,2146.0,9.0,12.0,3.0,1.0,2.0,2.0,0.0,2.0
47000000,2,78,алматы,43.215314,76.880876,2023,2232.0,2.0,16.0,3.0,6.0,3.0,3.0,0.0,2.0
34500000,3,58,алматы,43.249597504803,76.855789034393,1980,198.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0
59500000,3,74,алматы,43.253272,76.914087,1985,1778.0,9.0,9.0,2.0,2.0,2.0,2.0,0.0,2.0
24200000,1,26,алматы,43.246429385698,76.869117807144,2021,1887.0,6.0,10.0,3.0,2.0,1.0,2.0,0.0,2.0
78000000,3,76,алматы,43.212544234514,76.979519008204,2019,5.0,2.0,4.0,3.0,1.0,1.0,3.0,0.0,2.0
52000000,3,90,алматы,43.250442,76.825908,2010,411.0,7.0,10.0,3.0,1.0,1.0,1.0,0.0,2.0
30000000,1,40,алматы,43.306696,76.922298,2007,2128.0,2.0,5.0,3.0,1.0,2.0,2.0,0.0,2.0
34800000,2,44,алматы,43.258419151214,76.866017549355,2021,3265.0,6.0,12.0,3.0,1.0,1.0,2.0,0.0,2.0
36500000,3,56,алматы,43.194128,76.905176,1978,1601.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
85000000,3,110,алматы,43.24979590759,76.895272582769,2011,465.0,4.0,9.0,3.0,1.0,1.0,3.0,0.0,2.0
69000000,3,91,алматы,43.259727294265,76.948751093254,1978,692.0,4.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0
30000000,1,47,алматы,43.305535,76.922917,2006,1894.0,8.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0
41500000,2,60,алматы,43.246585549037,76.855043486874,2023,3224.0,6.0,9.0,3.0,2.0,2.0,2.0,0.0,2.0
39400000,2,55,алматы,43.229911403675,76.840245246806,2019,1474.0,8.0,10.0,3.0,1.0,1.0,2.0,0.0,2.0
32000000,1,41,алматы,43.245615,76.908257,1963,1601.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0
57000000,4,100,алматы,43.241084,76.834631,1983,1601.0,7.0,9.0,2.0,2.0,1.0,2.0,0.0,2.0
24000000,1,44,алматы,43.322838607644,76.983944849442,2017,2222.0,4.0,5.0,3.0,1.0,1.0,2.0,0.0,2.0
33500000,2,41,алматы,43.220229,76.873896,1974,1689.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
52000000,3,76,алматы,43.222870376327,76.838613743455,2018,1760.0,4.0,10.0,2.0,1.0,1.0,1.0,0.0,2.0
63000000,3,77,алматы,43.195259,76.888772,1990,213.0,8.0,9.0,2.0,2.0,1.0,1.0,0.0,2.0
52000000,2,58,алматы,43.212318,76.854987,2022,1820.0,8.0,13.0,2.0,1.0,1.0,2.0,0.0,2.0
82000000,3,100,алматы,43.233894267748,76.875101566839,2019,1206.0,12.0,16.0,3.0,1.0,2.0,1.0,0.0,2.0
25000000,2,56,алматы,43.31555122548,76.989739229355,2024,2663.0,3.0,9.0,3.0,6.0,2.0,2.0,0.0,2.0
41000000,3,60,алматы,43.227797,76.932332,1976,1261.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0
36000000,3,60,алматы,43.196895,76.882556,1974,2403.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0
31000000,1,40,алматы,43.229137,76.889788,1986,2422.0,8.0,9.0,2.0,1.0,2.0,2.0,0.0,2.0
38000000,2,51,алматы,43.211911,76.851232,1995,2177.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0
74500000,3,77,алматы,43.208127575938,76.893287666499,2024,2199.0,10.0,16.0,3.0,1.0,2.0,1.0,0.0,2.0
77999000,3,82,алматы,43.194727434583,76.931100420965,2019,576.0,3.0,8.0,3.0,1.0,1.0,2.0,1.0,2.0
55900000,2,53,алматы,43.205216710192,76.893489130639,2020,1552.0,14.0,17.0,3.0,2.0,1.0,2.0,0.0,2.0
35500000,2,43,алматы,43.260369,76.923429,1976,1527.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
24000000,1,44,алматы,43.279905,76.82245,2015,633.0,6.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0
26500000,2,57,алматы,43.21042389897,76.783848456849,2025,3172.0,4.0,9.0,3.0,5.0,2.0,2.0,0.0,2.0
78000000,3,78,алматы,43.233416938217,76.921892166137,2019,1075.0,7.0,10.0,3.0,1.0,2.0,2.0,0.0,2.0
34000000,2,48,алматы,43.198643,76.87289,1977,1601.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0
22000000,1,40,алматы,43.305109,76.895546,2008,260.0,1.0,6.0,3.0,1.0,1.0,2.0,0.0,2.0
25500000,2,46,алматы,43.217650832701,76.773902081278,2022,1124.0,10.0,10.0,3.0,5.0,2.0,2.0,0.0,2.0
30000000,2,50,алматы,43.332348,76.952113,1985,2903.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0
28000000,1,40,алматы,43.255512237855,76.871143712967,1986,880.0,2.0,9.0,2.0,2.0,2.0,2.0,0.0,2.0
47002738,3,74,алматы,43.26593,76.898582,2006,1601.0,1.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0
